date,Secs-of-year,Calculated Date,"BX,_GSE","BY,_GSE","BZ,_GSE","BY,_GSM ","BZ,_GSM","VX_VELOCITY,_GSE","VY_VELOCITY,_GSE","VZ_VELOCITY,_GSE",TEMPERATURE,SYM
1998,3801600,1998-02-14,1.6,-4.44,-0.58,-3.55,-2.73,-382.3,-19.2,16.6,40709,-12
1998,3801900,1998-02-14,3.9,-1.72,1.24,-2.11,0.21,-369,-6.6,33.5,57155,-12
1998,3802200,1998-02-14,4.01,-1.2,2.53,-2.31,1.59,-365.1,1,45.9,58182,-13
1998,3802500,1998-02-14,3.9,-1.29,2.48,-2.36,1.51,-364.8,3.7,41.7,50818,-13
1998,3802800,1998-02-14,4.18,-1.24,2.01,-2.08,1.12,-360.8,7.5,43,61568,-13
1998,3803100,1998-02-14,4.05,-1.74,1.8,-2.4,0.7,-364.2,3,39.3,52783,-13
1998,3803400,1998-02-14,4.21,-1.85,1.38,-2.29,0.28,-363,-4.1,39,52152,-13
1998,3803700,1998-02-14,4.46,-1.38,1.01,-1.7,0.2,-361.1,-5.1,37,49706,-13
1998,3804000,1998-02-14,4.45,-0.45,1.4,-1.09,1,-359.1,-3.9,30.5,50380,-13
1998,3804300,1998-02-14,4.4,-0.95,1.22,-1.43,0.59,-360.3,5.1,35.2,56412,-13
1998,3804600,1998-02-14,3.99,-2.25,-0.15,-1.89,-1.24,-364.2,-7.7,36.8,59083,-14
1998,3804900,1998-02-14,4.09,-1.81,0.83,-1.98,-0.16,-365.6,-9.6,18.9,69556,-14
1998,3805200,1998-02-14,4.02,-2.09,-0.13,-1.76,-1.13,-365.1,-4.7,18.3,68256,-14
1998,3805500,1998-02-14,4.25,-1.72,-0.1,-1.45,-0.92,-361.8,-3.4,20.4,65976,-14
1998,3805800,1998-02-14,4.29,-1.57,-0.15,-1.3,-0.89,-359.5,-3.9,24,72219,-14
1998,3806100,1998-02-14,4.31,-1.34,-0.24,-1.06,-0.86,-357.9,4.4,17.8,73894,-15
1998,3806400,1998-02-14,4.4,-0.59,-0.74,-0.17,-0.93,-358.7,6.6,13.5,62336,-15
1998,3806700,1998-02-14,4.18,-1.07,-0.54,-0.68,-0.98,-357.9,4.4,10.8,64245,-15
1998,3807000,1998-02-14,3.93,-1.87,-0.44,-1.43,-1.27,-360.9,-4.4,14.9,63080,-15
1998,3807300,1998-02-14,4.23,-1.1,-0.7,-0.64,-1.14,-356.3,0.4,9.3,61787,-15
1998,3807600,1998-02-14,4.17,-1.32,-0.78,-0.8,-1.31,-354.4,-2.3,6.1,53803,-14
1998,3807900,1998-02-14,3.94,-1.65,-1.63,-0.69,-2.22,-355.8,-2.9,4.7,50718,-13
1998,3808200,1998-02-14,3.94,-1.14,-1.64,-0.24,-1.98,-358.5,-0.3,0.4,61962,-12
1998,3808500,1998-02-14,4.03,-1.26,-1.43,-0.45,-1.86,-356.7,-0.5,3,73794,-12
1998,3808800,1998-02-14,4.23,-0.71,-1.19,-0.09,-1.38,-354.3,2.1,7.4,60715,-12
1998,3809100,1998-02-14,4.33,0.43,-1.13,0.9,-0.8,-354.2,16.8,5.8,73122,-12
1998,3809400,1998-02-14,4.17,0.25,-1.22,0.78,-0.97,-356.4,12.9,1.7,63456,-11
1998,3809700,1998-02-14,4.23,-0.99,-0.92,-0.46,-1.27,-355.5,5,2.1,65219,-12
1998,3810000,1998-02-14,3.94,-0.94,-1.25,-0.27,-1.54,-356.7,-7.9,0.6,63824,-11
1998,3810300,1998-02-14,4.03,-1.27,-0.51,-0.91,-1.02,-353.3,-7.5,11.2,49764,-12
1998,3810600,1998-02-14,4.18,-0.94,-0.19,-0.76,-0.59,-351.8,4.5,13.1,51361,-12
1998,3810900,1998-02-14,4.23,-0.77,-0.09,-0.65,-0.42,-351.7,6.7,13.3,52784,-11
1998,3811200,1998-02-14,4.24,-0.48,-0.45,-0.24,-0.61,-351.5,8.9,11.6,53119,-11
1998,3811500,1998-02-14,4.18,-0.34,-0.75,0.02,-0.83,-352.7,8.5,4.9,63651,-11
1998,3811800,1998-02-14,4.17,-0.69,-0.78,-0.28,-1,-350.9,10.2,7.9,79886,-11
1998,3812100,1998-02-14,4.17,-0.87,-0.42,-0.61,-0.75,-351.1,5.5,7.7,64615,-10
1998,3812400,1998-02-14,4.21,-0.46,-0.45,-0.23,-0.6,-350.3,11.4,11.4,56798,-11
1998,3812700,1998-02-14,4.19,-0.45,-0.06,-0.38,-0.24,-350.5,10.5,12.4,57770,-11
1998,3813000,1998-02-14,4.16,-0.59,0.32,-0.66,0.04,-350.4,8.8,16.3,52810,-12
1998,3813300,1998-02-14,4.27,0.4,-0.01,0.37,0.15,-350.9,16.9,13.2,50446,-12
1998,3813600,1998-02-14,4.31,0.42,0.36,0.24,0.5,-351.6,17.3,15.9,48948,-12
1998,3813900,1998-02-14,3.84,-1.1,0.35,-1.14,-0.12,-355.3,4.8,14.5,50581,-12
1998,3814200,1998-02-14,2.84,-2.89,-0.06,-2.62,-1.23,-360.7,-6.3,13.2,58349,-13
1998,3814500,1998-02-14,3.36,-2.09,0.25,-2.02,-0.61,-352.1,1.2,16.1,58260,-13
1998,3814800,1998-02-14,3.82,-1.06,0.2,-1.05,-0.23,-355.3,-6,9,59839,-13
1998,3815100,1998-02-14,3.15,-2.3,-0.94,-1.75,-1.77,-353.3,4.3,12.1,64517,-13
1998,3815400,1998-02-14,3.57,-2.18,-0.83,-1.68,-1.61,-360.3,-7.9,4.6,61702,-13
1998,3815700,1998-02-14,3.98,-1.78,-0.55,-1.43,-1.19,-351.4,-8.4,7.2,57032,-13
1998,3816000,1998-02-14,3.83,-1.98,-0.79,-1.53,-1.49,-352.5,-6.5,2.4,49601,-13
1998,3816300,1998-02-14,3.75,-2.3,-0.07,-2.1,-0.94,-352.9,-10,12.7,64842,-13
1998,3816600,1998-02-14,3.67,-2.22,-0.94,-1.7,-1.7,-354.1,-5.6,0.1,63332,-11
1998,3816900,1998-02-14,4.03,-1.55,-0.67,-1.19,-1.2,-350.8,-7,5.1,38890,-11
1998,3817200,1998-02-14,4.25,-0.95,-0.47,-0.72,-0.78,-349,-12.5,2.6,41753,-11
1998,3817500,1998-02-14,3.92,-1.5,-1.27,-0.94,-1.72,-349.7,-16.1,0.3,38292,-11
1998,3817800,1998-02-14,3.72,-1.67,-1.35,-1.07,-1.86,-356.4,-11.5,-1.6,52862,-12
1998,3818100,1998-02-14,3.45,-1.89,-1.85,-1.11,-2.4,-355.5,-4.1,1.3,58753,-12
1998,3818400,1998-02-14,3.5,-2.22,-0.91,-1.76,-1.63,-355,-6.6,-3.1,49751,-11
1998,3818700,1998-02-14,3.14,-2.73,-1.14,-2.17,-2.01,-354.3,-7.4,4.6,48543,-11
1998,3819000,1998-02-14,3.17,-2.09,-2.11,-1.24,-2.7,-356.7,-2,3.1,48408,-11
1998,3819300,1998-02-14,3.27,-2.28,-0.87,-1.85,-1.59,-354.9,2.8,4.9,65306,-10
1998,3819600,1998-02-14,3.82,-1.29,-1.51,-0.71,-1.85,-355.9,7.3,-0.1,53142,-11
1998,3819900,1998-02-14,3.37,-2.37,-0.7,-2,-1.45,99999.9,99999.9,99999.9,10000000,-10
1998,3820200,1998-02-14,3.43,-2.65,-0.65,-2.3,-1.48,-354.7,-3.5,5.6,63942,-11
1998,3820500,1998-02-14,3.5,-2.48,-0.46,-2.2,-1.23,99999.9,99999.9,99999.9,10000000,-11
1998,3820800,1998-02-14,3.9,-1.53,0.83,-1.71,0.3,-351.2,-4.1,8.8,50007,-11
1998,3821100,1998-02-14,4.03,-1.09,0.87,-1.31,0.48,99999.9,99999.9,99999.9,10000000,-12
1998,3821400,1998-02-14,3.75,-1.16,1.17,-1.47,0.76,-353.5,2.8,14.6,47952,-12
1998,3821700,1998-02-14,3.96,-1.3,0.74,-1.46,0.31,-351.1,0.3,16.1,67706,-12
1998,3822000,1998-02-14,3.18,-1.95,0.06,-1.88,-0.53,-358.5,-18.2,3.9,56234,-12
1998,3822300,1998-02-14,1.36,-3.83,-1.56,-3.19,-2.63,-368.1,-11.9,0.1,39200,-12
1998,3822600,1998-02-14,1,-3.87,-1.91,-3.15,-2.96,-367.7,-10.2,-0.6,37426,-12
1998,3822900,1998-02-14,0.63,-3.75,-2.23,-2.94,-3.22,-369.3,-9.2,-3,36395,-12
1998,3823200,1998-02-14,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-12
1998,3823500,1998-02-14,2.39,-3.38,-1.52,-2.82,-2.41,99999.9,99999.9,99999.9,10000000,-13
1998,3823800,1998-02-14,1.54,-3.66,-1.3,-3.15,-2.27,99999.9,99999.9,99999.9,10000000,-13
1998,3824100,1998-02-14,2.07,-3.11,-1.83,-2.49,-2.61,-360.4,-18.2,-7.6,44678,-13
1998,3824400,1998-02-14,1.06,-3.43,-2.33,-2.67,-3.17,-364.5,-17.6,4.6,40148,-13
1998,3824700,1998-02-14,0.83,-3.63,-2.19,-2.91,-3.08,-363,-14,-6.1,33434,-14
1998,3825000,1998-02-14,1.47,-3.24,-2.37,-2.51,-3.14,-363.9,-13.1,-6.4,29594,-14
1998,3825300,1998-02-14,1.59,-3.57,-1.9,-2.96,-2.76,-360.2,-20.1,10.7,46394,-14
1998,3825600,1998-02-14,1.36,-3.69,-1.81,-3.11,-2.69,-361.9,-15.9,6.7,40941,-14
1998,3825900,1998-02-14,1.13,-3.82,-1.53,-3.32,-2.44,-365.4,-17,6.1,32628,-14
1998,3826200,1998-02-14,1.43,-3.17,-2.58,-2.43,-3.28,-364.4,-13.8,-4.6,30267,-14
1998,3826500,1998-02-14,0.61,-3.68,-2.32,-3,-3.15,99999.9,99999.9,99999.9,10000000,-15
1998,3826800,1998-02-14,0.98,-3.7,-2.24,-3.05,-3.06,99999.9,99999.9,99999.9,10000000,-16
1998,3827100,1998-02-14,0.77,-3.69,-2.29,-3.04,-3.1,-364.7,-14.7,0,34380,-16
1998,3827400,1998-02-14,0.69,-3.47,-2.67,-2.76,-3.4,99999.9,99999.9,99999.9,10000000,-17
1998,3827700,1998-02-14,1.03,-3.44,-2.36,-2.81,-3.08,-367,-13.8,-7.4,26367,-18
1998,3828000,1998-02-14,2.01,-3.24,-1.75,-2.76,-2.44,-356.5,-15.5,3.1,56766,-18
1998,3828300,1998-02-14,3.02,0.7,1.59,0.33,1.7,-359.7,13.7,22.6,45254,-18
1998,3828600,1998-02-14,2.97,1.44,2.62,0.83,2.87,-356.9,26.1,33.9,42324,-19
1998,3828900,1998-02-14,3.3,0.06,2.3,-0.44,2.26,-344.9,14.7,28.6,82431,-19
1998,3829200,1998-02-14,3.64,-0.76,1.44,-1.05,1.25,-344.7,13.9,15.2,115196,-19
1998,3829500,1998-02-14,3.25,-2.24,0.22,-2.23,-0.26,-351.8,-11.1,11.3,94150,-20
1998,3829800,1998-02-14,2.09,-3,-1.03,-2.72,-1.63,-353.8,-7.4,9.1,86474,-21
1998,3830100,1998-02-14,0.69,-3.3,-2.38,-2.74,-3,-365.6,-8.9,-6.4,27256,-21
1998,3830400,1998-02-14,1.38,-2.9,-2.23,-2.39,-2.77,-363.2,-8.4,3.8,32938,-21
1998,3830700,1998-02-14,1.55,-3.02,-1.85,-2.59,-2.42,-360.6,-11.3,10.4,46006,-20
1998,3831000,1998-02-14,1.83,-2.97,-1.27,-2.66,-1.83,-355.4,-13.5,-3.9,71482,-20
1998,3831300,1998-02-14,3.05,-1.91,-0.93,-1.7,-1.28,-342,4.1,7.1,153770,-20
1998,3831600,1998-02-14,2.9,-1.97,-0.55,-1.83,-0.92,-344.5,-2,7.8,132990,-21
1998,3831900,1998-02-14,2.57,0.68,0.83,0.51,0.94,-351.3,12.5,26.3,59968,-20
1998,3832200,1998-02-14,2.44,0.32,0.51,0.22,0.56,-346.3,10.5,18,64522,-20
1998,3832500,1998-02-14,2.54,0.58,0.07,0.56,0.18,-348.3,21.3,20.5,68726,-21
1998,3832800,1998-02-14,2.46,0.63,0.45,0.54,0.55,-351.5,19.1,28,73893,-21
1998,3833100,1998-02-14,2.87,0.94,0.12,0.91,0.29,99999.9,99999.9,99999.9,10000000,-20
1998,3833400,1998-02-14,2.38,0.35,0.58,0.24,0.64,-341,10.1,26.3,71461,-20
1998,3833700,1998-02-14,2.97,0.95,0.71,0.81,0.87,-350.1,6.1,35.7,67768,-20
1998,3834000,1998-02-14,1.97,1.17,0.9,0.99,1.09,-346.4,6.5,23.3,44414,-19
1998,3834300,1998-02-14,2.24,-0.45,-0.73,-0.32,-0.8,-356.4,-4.3,20.6,61813,-18
1998,3834600,1998-02-14,0.12,-3.35,-3.98,-2.63,-4.49,-360.9,-15.5,7.5,52692,-19
1998,3834900,1998-02-14,-0.14,-3.04,-3.93,-2.33,-4.39,-364.3,-12.3,-2.4,43267,-19
1998,3835200,1998-02-14,-0.04,-3.32,-3.68,-2.66,-4.19,-364.2,-9.1,7.6,45239,-17
1998,3835500,1998-02-14,-1.12,-3.29,-3.43,-2.67,-3.93,-370.1,-8.6,-2.2,35052,-14
1998,3835800,1998-02-14,-1.03,-2.61,-3.81,-1.94,-4.18,-371.2,-9.3,-13,27790,-16
1998,3836100,1998-02-14,-0.73,-2.12,-3.96,-1.45,-4.25,-367.5,-1.4,-18.3,27559,-17
1998,3836400,1998-02-14,0.02,-1.42,-2.28,-1.03,-2.48,-358.5,-3,-3.4,44446,-19
1998,3836700,1998-02-14,2.49,0.32,0.56,0.23,0.61,-336.1,9.5,7.4,123978,-20
1998,3837000,1998-02-14,1.94,0.95,1.56,0.69,1.69,-345.8,23.1,17.6,55409,-21
1998,3837300,1998-02-14,2.22,1.44,1.74,1.14,1.94,99999.9,99999.9,99999.9,10000000,-22
1998,3837600,1998-02-14,2.1,1.79,2.26,1.41,2.52,-357.9,35.1,18.6,52812,-23
1998,3837900,1998-02-14,2.29,1.52,1.41,1.28,1.63,-352.3,32.7,2.5,72057,-23
1998,3838200,1998-02-14,1.62,1.96,1.22,1.75,1.51,-353.3,31.4,18.5,39367,-23
1998,3838500,1998-02-14,2.17,1.65,1.12,1.45,1.36,-350,32.6,16.9,51075,-23
1998,3838800,1998-02-14,1.35,1.96,2.15,1.6,2.43,-358.7,32.6,25.1,30645,-24
1998,3839100,1998-02-14,2.02,-0.73,-1.42,-0.5,-1.52,-347.2,10.6,8.1,52202,-23
1998,3839400,1998-02-14,0.8,-1.59,-3.3,-1.06,-3.5,-363.6,3.5,-13.4,32212,-23
1998,3839700,1998-02-14,0.7,-2.06,-3.3,-1.53,-3.58,-362.6,3.1,-14.9,30862,-22
1998,3840000,1998-02-14,0.81,-1.99,-3.25,-1.47,-3.52,-363.5,-6.3,-12.7,38186,-20
1998,3840300,1998-02-14,1,-1.57,-3.42,-1.02,-3.62,99999.9,99999.9,99999.9,10000000,-21
1998,3840600,1998-02-14,0.94,-1.79,-3.33,-1.25,-3.57,99999.9,99999.9,99999.9,10000000,-22
1998,3840900,1998-02-14,1.2,-1.54,-3.32,-1.02,-3.52,-364,-6.4,-5.1,34356,-22
1998,3841200,1998-02-14,2.21,-0.95,-2.76,-0.51,-2.87,-355.5,5.2,-25.9,56847,-22
1998,3841500,1998-02-14,2.71,-1.47,0.68,-1.56,0.45,-349.3,14.6,-30,73445,-23
1998,3841800,1998-02-14,2.82,-0.57,0.18,-0.59,0.09,-339.9,13.3,8.5,89745,-25
1998,3842100,1998-02-14,3.01,-0.63,-0.17,-0.6,-0.27,-338.7,19.2,7,75340,-26
1998,3842400,1998-02-14,3.32,0.71,0.81,0.57,0.91,99999.9,99999.9,99999.9,10000000,-25
1998,3842700,1998-02-14,3.24,0.74,0.96,0.58,1.06,-341,22,4.2,44626,-25
1998,3843000,1998-02-14,3.41,0.88,1.29,0.66,1.41,-350.1,19.6,16.3,52702,-26
1998,3843300,1998-02-14,3.37,1.03,1.61,0.76,1.76,-339.3,25,14.4,40814,-26
1998,3843600,1998-02-14,3.41,1.19,1.57,0.92,1.73,99999.9,99999.9,99999.9,10000000,-26
1998,3843900,1998-02-14,3.78,1.21,1.44,0.97,1.61,-330.6,27.2,-34.3,36013,-26
1998,3844200,1998-02-14,4.06,1.08,1.55,0.82,1.71,-337.6,14.9,-3.4,88975,-26
1998,3844500,1998-02-14,3.59,0.83,1.45,0.59,1.57,-341.5,18.3,13.7,69644,-26
1998,3844800,1998-02-14,3.6,0.16,1.5,-0.08,1.5,-342.4,12.7,10.8,73986,-25
1998,3845100,1998-02-14,3.05,-0.2,1.32,-0.41,1.27,-338.8,20.7,10.7,48633,-25
1998,3845400,1998-02-14,3.3,-0.15,1.03,-0.32,0.99,-344.1,18,24.1,47832,-25
1998,3845700,1998-02-14,3.36,-0.78,0.75,-0.9,0.61,-333.7,7.6,5.1,42932,-24
1998,3846000,1998-02-14,3.38,-0.99,0.71,-1.1,0.53,-336.6,14.7,10.6,71501,-23
1998,3846300,1998-02-14,3.03,-1.05,1.85,-1.35,1.65,99999.9,99999.9,99999.9,10000000,-22
1998,3846600,1998-02-14,3.19,-0.92,1.98,-1.25,1.8,-338.5,-1.4,10.7,109519,-22
1998,3846900,1998-02-14,3.59,-0.83,2.19,-1.2,2.02,-337.6,9.8,18.9,65544,-23
1998,3847200,1998-02-14,3.52,-1.08,2.09,-1.43,1.87,-343.8,-9.3,14.4,68623,-22
1998,3847500,1998-02-14,3.26,-1.15,1.89,-1.47,1.66,99999.9,99999.9,99999.9,10000000,-21
1998,3847800,1998-02-14,3.08,-1.23,1.25,-1.43,1.01,-341.9,-4.4,11.9,92268,-21
1998,3848100,1998-02-14,2.84,-1.41,1.26,-1.62,0.98,-342.2,-1.3,16.3,85141,-20
1998,3848400,1998-02-14,2.86,-1.66,1.41,-1.89,1.08,-339.6,4.2,20.8,82549,-20
1998,3848700,1998-02-14,3.12,-1.75,1.55,-2,1.2,-337.1,7.1,10.6,60169,-20
1998,3849000,1998-02-14,3.21,-1.8,1.09,-1.97,0.73,-343,-3.9,11.4,93332,-20
1998,3849300,1998-02-14,3.49,-1.54,0.88,-1.68,0.57,99999.9,99999.9,99999.9,10000000,-20
1998,3849600,1998-02-14,3.38,-1.62,0.99,-1.78,0.66,-328.3,0,4.9,159083,-20
1998,3849900,1998-02-14,3.79,-1.06,0.96,-1.22,0.74,-328.8,5.7,10.3,152421,-20
1998,3850200,1998-02-14,3.98,-0.56,0.81,-0.71,0.69,-334.1,4.3,10.5,70917,-19
1998,3850500,1998-02-14,3.98,-0.69,0.88,-0.85,0.72,-325.1,8.1,10.2,161109,-20
1998,3850800,1998-02-14,3.59,-1.7,1.29,-1.93,0.92,-335.8,3.8,10.6,66115,-19
1998,3851100,1998-02-14,3.88,-1.36,0.15,-1.37,-0.14,-334.6,0.3,1.8,89310,-19
1998,3851400,1998-02-14,3.58,-1.81,0.29,-1.83,-0.09,-339.3,-7,8.4,73956,-19
1998,3851700,1998-02-14,3,-2.22,1.18,-2.42,0.69,-338.4,-5.1,3.4,110560,-19
1998,3852000,1998-02-14,2.92,-2.38,1.06,-2.55,0.53,-338.6,-5.6,8.5,97591,-19
1998,3852300,1998-02-14,2.9,-2.62,0.46,-2.65,-0.12,-341.8,-8.8,-6.5,65170,-19
1998,3852600,1998-02-14,2.77,-2.82,-0.66,-2.61,-1.26,-344.5,-12.9,-15.1,54789,-19
1998,3852900,1998-02-14,2.83,-2.82,-0.91,-2.54,-1.51,-342.9,-12.6,-8.1,54079,-20
1998,3853200,1998-02-14,2.78,-2.69,-1.66,-2.25,-2.22,-345,-15.1,-12.5,59800,-19
1998,3853500,1998-02-14,3.06,-2.54,-1.35,-2.17,-1.89,-341.6,-13.3,-9.8,62387,-19
1998,3853800,1998-02-14,3.05,-2.53,-1.4,-2.14,-1.95,-341.4,-12.2,-5.9,59138,-19
1998,3854100,1998-02-14,2.1,-1.97,-2.49,-1.33,-2.88,-353.3,-5.4,-21,58217,-19
1998,3854400,1998-02-14,2.04,-2.36,-2.46,-1.71,-2.95,-354.2,-11.4,-9.9,57782,-18
1998,3854700,1998-02-14,1.67,-2.15,-2.32,-1.53,-2.77,-354.4,-4.9,-27.3,48294,-18
1998,3855000,1998-02-14,1.65,-0.5,-0.72,-0.31,-0.81,-339.3,9.9,10.5,80884,-18
1998,3855300,1998-02-14,2.35,-0.86,0.17,-0.88,-0.05,-341.7,12.8,1.4,84197,-18
1998,3855600,1998-02-14,3.6,-1.89,1.23,-2.13,0.72,-335.7,-12.7,6.1,78275,-18
1998,3855900,1998-02-14,3.64,-0.79,1.66,-1.18,1.41,-337.4,-3.9,5.5,72628,-18
1998,3856200,1998-02-14,3.78,-1.23,1.26,-1.51,0.9,99999.9,99999.9,99999.9,10000000,-18
1998,3856500,1998-02-14,3.46,-1.84,0.23,-1.83,-0.26,-333.5,-5.8,-3.3,163794,-18
1998,3856800,1998-02-14,3.11,-2.29,0.15,-2.25,-0.47,-344.8,-13.1,2.5,83808,-17
1998,3857100,1998-02-14,2.23,-3.21,-0.39,-2.99,-1.24,-352.2,-18.1,-1.5,68027,-17
1998,3857400,1998-02-14,2.82,-2.77,-0.07,-2.65,-0.82,-340.5,-15.5,10.1,101688,-16
1998,3857700,1998-02-14,2.28,-3.12,-0.09,-2.97,-0.94,-347.5,-16.9,-0.7,91453,-16
1998,3858000,1998-02-14,2.99,-2.38,-0.09,-2.26,-0.75,-348.7,-6,9.4,121292,-15
1998,3858300,1998-02-14,1.95,-3.18,-0.61,-2.88,-1.48,-349.9,-17,6.7,86750,-15
1998,3858600,1998-02-14,1.65,-3.04,0.48,-3.05,-0.41,-358.5,-13.2,35.8,50324,-15
1998,3858900,1998-02-14,2.25,-2.9,-0.12,-2.74,-0.96,-348.2,-10.3,2.5,86309,-15
1998,3859200,1998-02-14,2.84,-2.22,2.2,-2.77,1.45,-352.4,-14.5,16.1,65911,-15
1998,3859500,1998-02-14,2.4,-2.4,2.38,-3,1.56,-356.1,-10.1,22.1,60493,-15
1998,3859800,1998-02-14,3.06,-1.91,2.54,-2.58,1.84,-356.5,-9.3,24.3,69840,-14
1998,3860100,1998-02-14,3.06,-0.93,2.57,-1.67,2.17,-345,1.8,17.5,93777,-15
1998,3860400,1998-02-14,2.02,-1.46,0.02,-1.39,-0.43,-354.8,-2.4,-3.6,62696,-14
1998,3860700,1998-02-14,1.7,-2.94,-1.23,-2.4,-2.09,-359,-16.6,17.6,63707,-14
1998,3861000,1998-02-14,2.55,-2.71,-0.49,-2.42,-1.32,-352.5,-12.4,-2.6,76952,-14
1998,3861300,1998-02-14,2.81,-2.78,1.04,-2.97,0.1,-348.9,-14.4,9.3,88430,-13
1998,3861600,1998-02-14,3.09,-2.7,1.67,-3.1,0.71,-346.4,-11.3,11.7,99308,-13
1998,3861900,1998-02-14,3.28,-2.45,1.97,-2.96,1.06,-349.8,-13.7,14.8,84950,-14
1998,3862200,1998-02-14,3.07,-2.61,2.07,-3.15,1.09,-351.4,-13.8,17.6,77936,-14
1998,3862500,1998-02-14,3.38,-2.37,2.04,-2.91,1.13,-349.1,-15,9.4,91833,-14
1998,3862800,1998-02-14,3.24,-1.62,2.69,-2.44,1.98,-352.3,-13.5,18.3,82995,-14
1998,3863100,1998-02-14,3.5,-1.29,2.81,-2.18,2.2,-353.4,-7.4,52.5,73066,-14
1998,3863400,1998-02-14,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-14
1998,3863700,1998-02-14,3.62,-1.94,2.13,-2.57,1.31,-351.5,9.8,48.8,96293,-13
1998,3864000,1998-02-14,3.25,-2.99,0.85,-3.09,-0.27,-351.4,-15.8,12.9,79286,-12
1998,3864300,1998-02-14,2.97,-3.34,-1.27,-2.67,-2.38,-351,-14.1,1.1,75187,-12
1998,3864600,1998-02-14,1.95,-3.62,-2.15,-2.6,-3.31,-353.1,-18.1,-10.8,63535,-11
1998,3864900,1998-02-14,0.9,-3.15,-2.78,-1.92,-3.74,-363.9,-14.1,-15.3,48489,-11
1998,3865200,1998-02-14,1.58,-2.84,-1.3,-2.17,-2.26,-368.3,-9,-38.1,43577,-10
1998,3865500,1998-02-14,0.83,-3.45,-1.53,-2.63,-2.71,-363.2,-18.6,-1.5,58958,-10
1998,3865800,1998-02-14,1.25,-3.45,-1.99,-2.45,-3.14,-358.1,-20.6,-11.6,65190,-10
1998,3866100,1998-02-14,0.78,-3.72,-2,-2.68,-3.26,99999.9,99999.9,99999.9,10000000,-10
1998,3866400,1998-02-14,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-10
1998,3866700,1998-02-14,1.35,-3.26,-2.2,-2.15,-3.29,99999.9,99999.9,99999.9,10000000,-11
1998,3867000,1998-02-14,4.15,-1.68,-0.1,-1.51,-0.75,-334.3,-6.4,0,28379,-11
1998,3867300,1998-02-14,4.66,-1.01,0.54,-1.14,0.1,99999.9,99999.9,99999.9,10000000,-12
1998,3867600,1998-02-14,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-12
1998,3867900,1998-02-14,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-12
1998,3868200,1998-02-14,4.96,-1.11,1.6,-1.67,1.01,99999.9,99999.9,99999.9,10000000,-13
1998,3868500,1998-02-14,4.64,-0.99,1.5,-1.52,0.96,-335.2,-9,12.3,34892,-15
1998,3868800,1998-02-14,4.79,-1.56,1.42,-2.01,0.66,-325.4,3.1,11.2,101846,-16
1998,3869100,1998-02-14,4.53,-1.24,1.58,-1.79,0.92,-334.1,-1.5,12.5,29565,-16
1998,3869400,1998-02-14,3.73,-1.37,1.23,-1.76,0.54,-337.8,4.7,14.2,119531,-15
1998,3869700,1998-02-14,2.5,-3.39,-1.83,-2.3,-3.08,-352.7,-29,-12.4,75943,-13
1998,3870000,1998-02-14,1.86,-3.37,-2.09,-2.16,-3.32,-353.8,-18,-7.2,66022,-11
1998,3870300,1998-02-14,2.39,-3.2,-0.33,-2.76,-1.66,-354.2,-20.6,-3.2,72997,-10
1998,3870600,1998-02-14,2.28,-3.54,-1.42,-2.58,-2.81,-351.6,-23,-5.9,74081,-10
1998,3870900,1998-02-14,3.22,-3.16,-0.73,-2.53,-2.02,-344.1,-21.6,0.6,69724,-11
1998,3871200,1998-02-14,3.22,-3.06,-0.61,-2.49,-1.88,-344.5,-19.6,-9.4,90560,-11
1998,3871500,1998-02-14,3.92,-2.01,-0.22,-1.71,-1.08,99999.9,99999.9,99999.9,10000000,-12
1998,3871800,1998-02-14,4.04,-1.47,0.18,-1.4,-0.49,-337.4,-8.4,5.5,54513,-14
1998,3872100,1998-02-14,4.6,-0.72,-0.06,-0.62,-0.37,-333.4,2.2,2.7,33257,-14
1998,3872400,1998-02-14,4.56,-1,0.17,-0.97,-0.3,-333.7,-1.2,2.4,34817,-14
1998,3872700,1998-02-14,4.54,-1.21,0.01,-1.09,-0.54,-334.5,-11.4,8.3,31374,-13
1998,3873000,1998-02-14,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-14
1998,3873300,1998-02-14,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-14
1998,3873600,1998-02-14,9999.99,9999.99,9999.99,9999.99,9999.99,99999.9,99999.9,99999.9,10000000,-14
1998,3873900,1998-02-14,4.36,-0.67,0.1,-0.64,-0.22,99999.9,99999.9,99999.9,10000000,-15
1998,3874200,1998-02-14,4.44,-1,-1,-0.42,-1.35,-330.3,-0.6,0.6,50657,-12
1998,3874500,1998-02-14,4.61,-1.46,-0.62,-1.01,-1.23,-333.3,-5.5,26.9,25186,-11
1998,3874800,1998-02-14,4.4,-1.6,-1.15,-0.88,-1.76,-334.2,-15.4,0.2,30209,-11
